INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3783,I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.,"The discrimination you are describing is against people who are transgender, gay or lesbian. The root of that discrimination is a lack of knowledge about gender identity and is not necessarly related to sexual preferences.",LGBT+,V6_kc
3846,Children with Down Syndrome are a burden to society. They should be isolated.,"Children with Down syndrome are far from being burden to society. It is not just about Down syndrome, but also about education and opportunities for everyone.",DISABLED,V6_kc
4712,"If you have Down syndrome you are a freak, you are a fraud and a thief.","It is not true that people with Down syndrome are thieves and bad people. In many countries they can get jobs, and even get promoted. You should go check the definition of discrimination in the dictionary.",DISABLED,V6_mix
1813,Asians are genetically inferior to other races.,The concept of 'genetic inferiority' has nothing to do with scientific evidence.,other,V3
3029,The Jews are different from us in that they like to take advantage of others.,"This is an accusation, not fact, just hate speech. What do you think the 'different' would say if you accused them of this?",JEWS,V6_sbf
1295,The openness to migrants show someone don't care about our people. We must help them reasoning!,"The integration process is about showing hospitality and acceptance towards different groups of people. Not only it is a good thing to our people to live in a diverse society, it is also good for our whole country.",MIGRANTS,V2
318,Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,"Though some might claim that immigrants are taking job opportunities away from U.S. citizens, immigrants actually help to create new jobs. For example, states with large numbers of immigrants report lower unemployment rates.",MIGRANTS,V1
4547,Gays are all perverts who practice depravity.,You are wrong: it is not true that 'all homosexuals are perverts'. It is simply a person's personal experience to love who they love.,LGBT+,V6_mix
3584,I hate those faggots.,"Even if personally you are not homosexual, I think it's important to point out that this does not justify discrimination.",LGBT+,V6_kc
4650,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.","Muslims have the right to practice what they want, as long as they are not forcing others to live their way.",MUSLIMS,V6_mix
3279,Niggas in the ghetto: that's where they belong.,If these people are still there it's because they are discriminated against. The press is full of stories about the people of colour who have dropped out of the workforce or given up on life after long years of fierce struggle against racism. They deserve our sympathy and respect.,POC,V6_sbf
3109,Muslims have no place in a civilised Europe.,Surely people born in Muslim countries should have the same opportunities as those from non-Muslim countries?,MUSLIMS,V6_sbf
722,Fat people are a burden to society because of their unhealthy choices. We should stop unquestioningly accepting obesity.,"Society is not in any danger of 'unquestioningly' accepting obesity, and few are even asking for unquestioning acceptance. Most body positive groups would settle for obesity being seen as something that does not diminish human worth.",other,V1
4917,disabled: they should not be allowed to work.,"Many countries offer them the right to work, which is as it should be.",DISABLED,V6_mix
1950,I hate when people fight stereotypes. We are different. Blacks are a different color and shouldn't live with us.,"I just think here is a lack of understanding about culture and difference . Isn't it time to focus upon what unites us, rather than sowing division?",POC,V3
3556,"Jews are hated by everyone here, we should create an apartheid state against them.","This is a distortion of reality. In fact, I think that we have a diverse and inclusive society, in which Jews are more than happy to play a part.",JEWS,V6_kc
4510,Children with Down syndrome should be isolated so they do not hurt other children.,"I believe that if we care enough about people with Down syndrome to give them equal opportunities in our society, we will also see the benefits that would accrue to us as a society from sharing the disadvantages that they face.",DISABLED,V6_mix
