INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
652,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"You know what? We need skilled migrants labour, because it helps economic growth and ultimately to preserve our culture that would otherwise collapse.",MIGRANTS,V1
3554,Jews are selfish and greedy: they don't belong to this place.,It is up to us to make sure that people from different backgrounds can have a better quality of life. We should integrate them instead of discriminating agaist them .,JEWS,V6_kc
4979,nigga are inferior.,Since when is it OK to discriminate against people based on their race?,POC,V6_mix
4298,Women are basically childlike and are not interested in anything. The only thing they are interested in is their children.,"To claim that women are ""childlike"" is an unfortunate cultural stereotype that has negative effects on how women perceive themselves.",WOMEN,V6_lab
2526,Migrants are not welcome here. They are not welcome in the modern European way of life.,"The European Union welcomes people from a wide range of backgrounds, including those from different religions. It is up to member states to decide how to address these legitimate differences, but always in full compliance with human rights.",MIGRANTS,V5
2616,"Migrants are not welcome here, they are not even Europeans.","Migrants have their own culture and language, they have their own religion, and they have their own identity. Accepting diversity is something we should be proud of, not ashamed of.",MIGRANTS,V5
1897,Muslims terrorists attacked our churches. We will defend ourselves.,"How can you protect your country? Putting up a fight or starting a war are harmful actions, aren't they?",MUSLIMS,V3
74,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,"It is more than 'foreigners' who are asking for help, White British families are the most likely out of all ethnic groups to receive state support, with 57% doing so.",MIGRANTS,V1
3388,Immigrants just want to claim welfare money: why do we even keep paying taxes for them?,The state has to spend taxes on welfare and other social services for everyone to be able to live in a better way.,MIGRANTS,V6_sbf
2202,Fucking Muslims are the worst people on the planet. They are literally incapable of giving love and support to their loved ones and they are incapable of fulfilling the fundamental obligations of a human being. Their only value is violence.,"Not all Muslims are capable of violent behaviour, some are victims of violence and abuse. Plus, I see no reason for your other statements.",MUSLIMS,V4
1354,"Rape, abuse and murder are intrinsic to Islam!","Islam is a religion, whereas these activities are punished by the laws of the state.",MUSLIMS,V2
510,We are being invaded. They are replacing us.,The arrivals have noticeably downsized (this year about 22 thousand compared to 180 thousand in 2016).,MIGRANTS,V1
2686,"Muslims accept their religion only. I would not want my son, or daughter, or granddaughter to grow up in a country where their religion is not tolerated. Ban Islam.","I do not think that banning a religion is a protection for your own religion. If your fear concerns intolerance, why are you intolerant in the first place?",MUSLIMS,V5
4500,Women are just a bunch of whores.,"Sexual harassment and verbal violence against women are serious issues. Regardless of one's gender identity, gender presentation, or sexual orientation, no-one should be allowed to talk this way about them.",WOMEN,V6_lab
593,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.","Ok. But what about those many women, outside the western world, that still do not have such equality? It is important that women 'whine' all over the world to protect their rights.",WOMEN,V1
4770,"I don't like gays, I don't want to be around them. I want to watch them thrown in jail.",We should treat everyone as if they came from our same family. LGBT+ people are not different.,LGBT+,V6_mix
2438,"There is no god but Allah, and Islam is a religion of peace. Yes, where peace stands for silence for the victims of terrorist attacks.","Islam, like peace is not about killing, it is about trying to achieve a better life for all.",MUSLIMS,V4
1232,"Women are basically childlike with no cognitive development, that is why they must obey to their husbands.",Society often forces women to be submissive to their husbands. But this is a social construct based on false beliefs.,WOMEN,V2
316,Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,"Though some might claim that immigrants are taking job opportunities away from U.S. citizens, immigrants actually help to create new jobs. Not only immigrants buy American products, which helps create jobs, they also start new businesses. In fact, immigrants are twice as likely to start businesses as citizens born in the U.S., and companies owned by immigrants are more likely to hire employees than companies owned by native-born citizens. Last but not least, states with large numbers of immigrants report lower unemployment rates.",MIGRANTS,V1
3179,women must not have the right to choose,"To have the right to choose means to have equal rights and with full protections. Women have the right to choose, why should it be the other way around?",WOMEN,V6_sbf
1632,All foreigners are born to be at our disposal.,"This phrase is extremely misleading, it implies that foreigners are naturally inferior, and why would it be like that?",MIGRANTS,V3
2336,Migrants are not able to work. This is why they have no rights.,"If they were not able to work, and they had no rights, they wouldn't be hired in every field of occupation, and this is a no-brainer logic to grasp.",MIGRANTS,V4
