hateSpeech,counterSpeech,cnType,Target
"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",Gender equality is the key to a productive household as well as economy overall. To restrict women from entering all spheres of society is to reduce the potential of any country.,Informative,WOMEN
"Women are basically childlike, incapable of critical thought.",Women are human beings with the potential to be rational and thoughtful as anyone else. This is why I support women's right to choose their own happiness.,Positive,WOMEN
"If this fat person didn't eat so many calories, she wouldn't be so overweight.","If you want a ""fat person"" to eat what you want, maybe you should consider the existence of free will.",Informative,other
"Women are basically childlike, they remain this way most of their lives. They are a moral failing for our society.","Ah, so you think women are fundamentally incapable of forming conscious or morally complex opinions. That is not true, but the problem is in our society, and not ingrained in women's DNA. Women are often the ones on the receiving end of this abusive and toxic gender bias, and we continue to accept it as 'the way things are'.",Informative,WOMEN
You might as well tell black people they are the n-word because then they would learn the hard way.,"Many people, myself included, have never had negative experiences with people of colour.",Informative,POC
We are living in a dangerous world because of migrants.,"Migrants are not the problem, they are part of the solution to a number of problems. For example, they are willing to work hard to integrate with us into a modern and democratic society regardless of religion.",Positive,MIGRANTS
Faggots are poisoning our children minds with their filthy depravity.,It is not true that homosexuals are poisoning our children minds. There are many soft-hearted and sensitive people among them.,Positive,LGBT+
Homosexuals should not be allowed to live.,Homosexuals should be accepted and allowed to live their life as they think is best for them.,Positive,LGBT+
Another rapist from Pakistan. We should deport them all back to their disgusting country.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",Informative,MUSLIMS
"Women are basically childlike, they remain this way most of their lives. Soft and emotional. Soft spoken.",Being soft and emotional is not a bad thing in itself. And it is not an attribute of only women.,Positive,WOMEN
Immigrants are bringing diseases into the U.S.,"On the contrary, according to the WHO, more than 100 countries have higher vaccination rates than U.S. Besaides the vast majority of immigrants arriving in the U.S. have been screened for health issues.",Informative,MIGRANTS
